customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
LD-17005,415,4,246318.0,1,1,1,111,Lost Customers
LE-16810,22,6,729875.0,5,3,3,533,Loyal Customers
LF-17185,23,7,3095669.0,5,4,5,545,Champions
LH-16750,152,3,36749.0,2,1,1,211,Lost Customers
LH-16900,22,9,723410.0,5,5,3,553,Loyal Customers
LH-17020,240,4,264662.0,1,1,2,112,Lost Customers
LH-17155,386,9,745180.0,1,5,3,153,At Risk
LL-16840,250,6,340130.0,1,3,2,132,At Risk
LM-17065,392,5,703193.0,1,2,3,123,Lost Customers
LO-17170,3,5,170950.0,5,2,1,521,Loyal Customers
LP-17080,41,4,609141.0,4,1,2,412,Recent Customers
LP-17095,10,7,2376407.0,5,4,5,545,Champions
LR-16915,27,6,3503335.0,5,3,5,535,Loyal Customers
LR-17035,133,5,1403170.0,2,2,4,224,Lost Customers
LS-16945,179,6,2450044.0,2,3,5,235,At Risk
LS-16975,21,9,809504.0,5,5,3,553,Loyal Customers
LS-17200,97,6,192003.0,3,3,1,331,Potential Loyalist
LS-17230,778,3,264894.0,1,1,2,112,Lost Customers
LS-17245,35,6,328681.0,4,3,2,432,Loyal Customers
LT-16765,27,3,281330.0,5,1,2,512,Recent Customers
LT-17110,35,8,1889714.0,4,4,4,444,Loyal Customers
LW-16825,89,5,271561.0,3,2,2,322,Potential Loyalist
LW-16990,34,6,981982.0,4,3,3,433,Loyal Customers
LW-17125,206,3,57792.0,2,1,1,211,Lost Customers
LW-17215,22,7,4237518.0,5,4,5,545,Champions
MA-17560,65,11,2344937.0,3,5,5,355,Potential Loyalist
MA-17995,187,6,1837756.0,2,3,4,234,At Risk
MB-17305,49,10,1089090.0,4,5,3,453,Loyal Customers
MB-18085,45,7,1035885.0,4,4,3,443,Loyal Customers
MC-17275,77,8,454040.0,3,4,2,342,Potential Loyalist
MC-17425,400,5,798829.0,1,2,3,123,Lost Customers
MC-17575,28,8,722781.0,4,4,3,443,Loyal Customers
MC-17590,52,6,1364832.0,4,3,4,434,Loyal Customers
MC-17605,113,8,1471619.0,2,4,4,244,At Risk
MC-17635,190,4,281578.0,2,1,2,212,Lost Customers
MC-17845,2,7,937756.0,5,4,3,543,Loyal Customers
MC-18100,42,10,470334.0,4,5,2,452,Loyal Customers
MC-18130,370,5,1373135.0,1,2,4,124,Lost Customers
MD-17350,118,7,2646755.0,2,4,5,245,At Risk
MD-17860,37,5,160883.0,4,2,1,421,Loyal Customers
ME-17320,43,10,5499744.0,4,5,5,455,Champions
ME-17725,29,8,4718489.0,4,4,5,445,Champions
ME-18010,93,4,1158736.0,3,2,4,324,Potential Loyalist
MF-17665,422,5,649102.0,1,2,3,123,Lost Customers
MF-18250,8,5,543174.0,5,2,2,522,Loyal Customers
MG-17650,30,7,1901171.0,4,4,4,444,Loyal Customers
MG-17680,93,4,2024622.0,3,2,5,325,Potential Loyalist
MG-17695,556,3,590629.0,1,1,2,112,Lost Customers
MG-17875,117,5,980843.0,2,2,3,223,Lost Customers
MG-17890,100,9,346967.0,3,5,2,352,Potential Loyalist
MG-18145,85,4,1985296.0,3,2,4,324,Potential Loyalist
MG-18205,265,1,5651.0,1,1,1,111,Lost Customers
MH-17290,120,6,931750.0,2,3,3,233,At Risk
MH-17440,377,4,63029.0,1,2,1,121,Lost Customers
MH-17455,86,8,903295.0,3,4,3,343,Potential Loyalist
MH-17620,156,4,37296.0,2,2,1,221,Lost Customers
MH-17785,99,7,288659.0,3,4,2,342,Potential Loyalist
MH-18025,50,5,799568.0,4,2,3,423,Loyal Customers
MH-18115,6,9,2729158.0,5,5,5,555,Champions
MJ-17740,23,7,472339.0,5,4,2,542,Loyal Customers
MK-17905,29,8,789621.0,4,4,3,443,Loyal Customers
MK-18160,241,4,82273.0,1,2,1,121,Lost Customers
ML-17395,70,9,787330.0,3,5,3,353,Potential Loyalist
ML-17410,55,6,821422.0,3,3,3,333,Potential Loyalist
ML-17755,30,7,1192803.0,4,4,4,444,Loyal Customers
ML-18040,80,3,87188.0,3,1,1,311,Recent Customers
ML-18265,101,2,25468.0,3,1,1,311,Recent Customers
MM-17260,169,4,1112216.0,2,2,3,223,Lost Customers
MM-17920,8,11,1544458.0,5,5,4,554,Champions
MM-18055,62,8,2317881.0,3,4,5,345,Potential Loyalist
MM-18280,86,9,640792.0,3,5,2,352,Potential Loyalist
MN-17935,35,6,1433100.0,4,3,4,434,Loyal Customers
MO-17500,73,4,893813.0,3,2,3,323,Potential Loyalist
MO-17800,105,8,731119.0,2,4,3,243,At Risk
MO-17950,181,2,85204.0,2,1,1,211,Lost Customers
MP-17470,720,7,2063663.0,1,4,5,145,At Risk
MP-17965,73,9,916406.0,3,5,3,353,Potential Loyalist
MP-18175,17,9,1855030.0,5,5,4,554,Champions
MR-17545,126,4,97225.0,2,2,1,221,Lost Customers
MS-17365,274,10,4432686.0,1,5,5,155,At Risk
MS-17530,435,4,66822.0,1,2,1,121,Lost Customers
MS-17710,414,6,696356.0,1,3,3,133,At Risk
MS-17770,122,9,1293513.0,2,5,4,254,At Risk
MS-17830,453,4,267532.0,1,2,2,122,Lost Customers
MS-17980,27,6,411299.0,5,3,2,532,Loyal Customers
MT-17815,50,6,269420.0,4,3,2,432,Loyal Customers
MT-18070,204,4,3603423.0,2,2,5,225,Lost Customers
MV-17485,28,9,912527.0,4,5,3,453,Loyal Customers
MV-18190,20,7,1164667.0,5,4,4,544,Champions
MW-18220,18,7,2759341.0,5,4,5,545,Champions
MW-18235,45,2,2253366.0,4,1,5,415,Recent Customers
MY-17380,30,7,1254970.0,4,4,4,444,Loyal Customers
MY-18295,72,11,2132025.0,3,5,5,355,Potential Loyalist
MZ-17335,31,4,212744.0,4,2,1,421,Loyal Customers
MZ-17515,283,6,2126633.0,1,3,5,135,At Risk
NB-18580,1166,2,156944.0,1,1,1,111,Lost Customers
NB-18655,20,9,1545243.0,5,5,4,554,Champions
NC-18340,225,5,824700.0,2,2,3,223,Lost Customers
NC-18415,42,6,2091694.0,4,3,5,435,Loyal Customers
NC-18535,7,7,6435997.0,5,4,5,545,Champions
NC-18625,205,5,425815.0,2,2,2,222,Lost Customers
ND-18370,28,9,1299448.0,4,5,4,454,Champions
ND-18460,184,6,354384.0,2,3,2,232,At Risk
NF-18385,80,7,4209493.0,3,4,5,345,Potential Loyalist
NF-18475,526,4,129941.0,1,2,1,121,Lost Customers
NF-18595,115,7,1230733.0,2,4,4,244,At Risk
NG-18355,49,5,718057.0,4,2,3,423,Loyal Customers
NG-18430,49,5,857189.0,4,2,3,423,Loyal Customers
NH-18610,190,7,208820.0,2,4,1,241,At Risk
NK-18490,71,7,166319.0,3,4,1,341,Potential Loyalist
NL-18310,59,4,775265.0,3,2,3,323,Potential Loyalist
NM-18445,161,7,745676.0,2,4,3,243,At Risk
NM-18520,245,10,261800.0,1,5,2,152,At Risk
NP-18325,26,6,2287361.0,5,3,5,535,Loyal Customers
NP-18670,59,5,233675.0,3,2,1,321,Potential Loyalist
NP-18685,407,6,293265.0,1,3,2,132,At Risk
NP-18700,139,7,7957259.0,2,4,5,245,At Risk
NR-18550,211,5,1241359.0,2,2,4,224,Lost Customers
NS-18505,7,4,1643247.0,5,2,4,524,Loyal Customers
NS-18640,175,13,875455.0,2,5,3,253,At Risk
NW-18400,173,7,4338750.0,2,4,5,245,At Risk
NZ-18565,86,9,1197098.0,3,5,4,354,Potential Loyalist
ON-18715,411,9,882422.0,1,5,3,153,At Risk
OT-18730,66,5,1609871.0,3,2,4,324,Potential Loyalist
PA-19060,104,6,240096.0,3,3,1,331,Potential Loyalist
PB-18805,26,3,263275.0,5,1,2,512,Recent Customers
PB-19105,58,4,660514.0,3,2,3,323,Potential Loyalist
PB-19150,98,8,219099.0,3,4,1,341,Potential Loyalist
PB-19210,689,2,69801.0,1,1,1,111,Lost Customers
PC-18745,3,4,1663422.0,5,2,4,524,Loyal Customers
PC-19000,883,2,1055440.0,1,1,3,113,Lost Customers
PF-19120,836,4,6026246.0,1,2,5,125,Lost Customers
PF-19165,197,6,206179.0,2,3,1,231,At Risk
PF-19225,115,5,836688.0,2,2,3,223,Lost Customers
PG-18820,37,13,1284360.0,4,5,4,454,Champions
PG-18895,58,9,950076.0,3,5,3,353,Potential Loyalist
PH-18790,71,1,729648.0,3,1,3,313,Recent Customers
PJ-18835,40,8,248495.0,4,4,1,441,Loyal Customers
PJ-19015,135,7,198357.0,2,4,1,241,At Risk
PK-18910,484,2,395118.0,1,1,2,112,Lost Customers
PK-19075,10,12,6393289.0,5,5,5,555,Champions
PL-18925,16,5,138978.0,5,2,1,521,Loyal Customers
PM-18940,387,3,407896.0,1,1,2,112,Lost Customers
PM-19135,52,4,2030056.0,4,2,5,425,Loyal Customers
PN-18775,31,8,725723.0,4,4,3,443,Loyal Customers
PO-18850,5,11,12682247.0,5,5,5,555,Champions
PO-18865,1,7,1087333.0,5,4,3,543,Loyal Customers
PO-19180,161,9,1893685.0,2,5,4,254,At Risk
PO-19195,87,5,743775.0,3,2,3,323,Potential Loyalist
PP-18955,98,10,1233273.0,3,5,4,354,Potential Loyalist
PR-18880,37,5,1410473.0,4,2,4,424,Loyal Customers
PS-18760,108,6,753566.0,2,3,3,233,At Risk
PS-18970,70,8,519165.0,3,4,2,342,Potential Loyalist
PS-19045,237,7,4011793.0,1,4,5,145,At Risk
PT-19090,72,4,155910.0,3,2,1,321,Potential Loyalist
PV-18985,90,5,786354.0,3,2,3,323,Potential Loyalist
PW-19030,47,10,473864.0,4,5,2,452,Loyal Customers
PW-19240,465,7,1120706.0,1,4,3,143,At Risk
QJ-19255,26,9,353072.0,5,5,2,552,Loyal Customers
RA-19285,6,9,976891.0,5,5,3,553,Loyal Customers
RA-19885,44,7,1178097.0,4,4,4,444,Loyal Customers
RA-19915,13,9,3169358.0,5,5,5,555,Champions
RA-19945,62,5,2817264.0,3,2,5,325,Potential Loyalist
RB-19330,69,2,349063.0,3,1,2,312,Recent Customers
RB-19360,97,6,1632000.0,3,3,4,334,Potential Loyalist
RB-19435,20,8,1053238.0,5,4,3,543,Loyal Customers
RB-19465,10,12,1371939.0,5,5,4,554,Champions
RB-19570,26,5,316974.0,5,2,2,522,Loyal Customers
RB-19645,649,5,141110.0,1,2,1,121,Lost Customers
RB-19705,55,4,459411.0,3,2,2,322,Potential Loyalist
RB-19795,33,8,3096522.0,4,4,5,445,Champions
RC-19825,370,6,727207.0,1,3,3,133,At Risk
RC-19960,111,6,432404.0,2,3,2,232,At Risk
RD-19480,73,8,1759176.0,3,4,4,344,Potential Loyalist
RD-19585,181,10,868661.0,2,5,3,253,At Risk
RD-19660,115,5,687508.0,2,2,3,223,Lost Customers
RD-19720,22,10,793166.0,5,5,3,553,Loyal Customers
RD-19810,15,8,205162.0,5,4,1,541,Loyal Customers
RD-19900,115,9,1926601.0,2,5,4,254,At Risk
RD-19930,43,4,409378.0,4,2,2,422,Loyal Customers
RE-19405,1098,1,4836.0,1,1,1,111,Lost Customers
RE-19450,303,5,255237.0,1,2,1,121,Lost Customers
RF-19345,391,8,252264.0,1,4,1,141,At Risk
RF-19735,90,7,544167.0,3,4,2,342,Potential Loyalist
RF-19840,7,8,129867.0,5,4,1,541,Loyal Customers
RH-19495,33,5,1442395.0,4,2,4,424,Loyal Customers
RH-19510,468,6,391738.0,1,3,2,132,At Risk
RH-19555,520,2,106098.0,1,1,1,111,Lost Customers
RH-19600,535,3,1290149.0,1,1,4,114,Lost Customers
RK-19300,120,3,67082.0,2,1,1,211,Lost Customers
RL-19615,122,8,3135049.0,2,4,5,245,At Risk
RM-19375,346,6,153658.0,1,3,1,131,At Risk
RM-19675,7,5,3074940.0,5,2,5,525,Loyal Customers
RM-19750,300,1,9835.0,1,1,1,111,Lost Customers
RO-19780,36,7,2499345.0,4,4,5,445,Champions
RP-19270,497,4,3928139.0,1,2,5,125,Lost Customers
RP-19390,34,12,1850462.0,4,5,4,454,Champions
RP-19855,29,8,348837.0,4,4,2,442,Loyal Customers
RR-19315,20,2,539342.0,5,1,2,512,Recent Customers
RR-19525,171,6,637101.0,2,3,2,232,At Risk
RS-19420,77,5,322129.0,3,2,2,322,Potential Loyalist
RS-19765,37,8,529548.0,4,4,2,442,Loyal Customers
RS-19870,20,2,10430.0,5,1,1,511,Recent Customers
RW-19540,121,7,1713046.0,2,4,4,244,At Risk
RW-19630,90,9,1489799.0,3,5,4,354,Potential Loyalist
RW-19690,80,5,344647.0,3,2,2,322,Potential Loyalist
SA-20830,64,10,4902220.0,3,5,5,355,Potential Loyalist
SB-20170,202,3,149391.0,2,1,1,211,Lost Customers
SB-20185,189,6,3060710.0,2,3,5,235,At Risk
SB-20290,48,7,6689360.0,4,4,5,445,Champions
SC-20020,782,5,3586160.0,1,2,5,125,Lost Customers
SC-20050,41,9,1763301.0,4,5,4,454,Champions
SC-20095,350,9,1823170.0,1,5,4,154,At Risk
SC-20230,150,4,3118591.0,2,2,5,225,Lost Customers
SC-20260,188,8,2092333.0,2,4,5,245,At Risk
SC-20305,30,7,1097067.0,4,4,3,443,Loyal Customers
SC-20380,31,9,2925876.0,4,5,5,455,Champions
SC-20440,37,7,767593.0,4,4,3,443,Loyal Customers
SC-20575,93,5,128827.0,3,2,1,321,Potential Loyalist
SC-20680,127,6,125464.0,2,3,1,231,At Risk
SC-20695,90,10,307823.0,3,5,2,352,Potential Loyalist
SC-20725,188,11,1175571.0,2,5,4,254,At Risk
SC-20770,42,7,1230616.0,4,4,4,444,Loyal Customers
SC-20800,31,4,209785.0,4,2,1,421,Loyal Customers
SC-20845,132,2,280632.0,2,1,2,212,Lost Customers
SD-20485,201,9,1709404.0,2,5,4,254,At Risk
SE-20110,10,11,2501525.0,5,5,5,555,Champions
SF-20065,60,7,132025.0,3,4,1,341,Potential Loyalist
SF-20200,60,9,684464.0,3,5,3,353,Potential Loyalist
SF-20965,49,9,582265.0,4,5,2,452,Loyal Customers
SG-20080,9,3,1370574.0,5,1,4,514,Recent Customers
SG-20470,184,8,470880.0,2,4,2,242,At Risk
SG-20605,109,6,698468.0,2,3,3,233,At Risk
SG-20890,227,3,37551.0,1,1,1,111,Lost Customers
SH-19975,30,13,5296682.0,4,5,5,455,Champions
SH-20395,24,10,1635183.0,5,5,4,554,Champions
SH-20635,766,2,832864.0,1,1,3,113,Lost Customers
SJ-20125,96,12,1784571.0,3,5,4,354,Potential Loyalist
SJ-20215,30,6,912618.0,4,3,3,433,Loyal Customers
SJ-20500,254,5,209238.0,1,2,1,121,Lost Customers
SK-19990,9,3,656780.0,5,1,3,513,Recent Customers
SL-20155,71,7,405698.0,3,4,2,342,Potential Loyalist
SM-20005,422,4,211023.0,1,2,1,121,Lost Customers
SM-20320,80,5,3372562.0,3,2,5,325,Potential Loyalist
SM-20905,607,1,741703.0,1,1,3,113,Lost Customers
SM-20950,26,12,2870844.0,5,5,5,555,Champions
SN-20560,112,6,873901.0,2,3,3,233,At Risk
SN-20710,80,7,6723974.0,3,4,5,345,Potential Loyalist
SO-20335,30,6,10279823.0,4,3,5,435,Loyal Customers
SP-20545,328,6,630735.0,1,3,2,132,At Risk
SP-20620,48,9,4648202.0,4,5,5,455,Champions
SP-20650,387,9,922153.0,1,5,3,153,At Risk
SP-20860,80,10,3032606.0,3,5,5,355,Potential Loyalist
SP-20920,71,6,3933485.0,3,3,5,335,Potential Loyalist
SR-20425,9,5,2794443.0,5,2,5,525,Loyal Customers
SR-20740,197,8,158708.0,2,4,1,241,At Risk
SS-20140,16,8,179786.0,5,4,1,541,Loyal Customers
SS-20410,111,6,1755191.0,2,3,4,234,At Risk
SS-20515,492,3,61340.0,1,1,1,111,Lost Customers
SS-20590,433,6,40148.0,1,3,1,131,At Risk
SS-20875,121,5,417130.0,2,2,2,222,Lost Customers
ST-20530,126,7,225035.0,2,4,1,241,At Risk
SU-20665,21,7,1647295.0,5,4,4,544,Champions
SV-20365,102,10,5660487.0,3,5,5,355,Potential Loyalist
SV-20785,321,9,2656629.0,1,5,5,155,At Risk
SV-20815,77,4,997553.0,3,2,3,323,Potential Loyalist
SV-20935,3,8,551493.0,5,4,2,542,Loyal Customers
SW-20245,82,7,689852.0,3,4,3,343,Potential Loyalist
SW-20275,31,6,176865.0,4,3,1,431,Loyal Customers
SW-20350,163,3,244801.0,2,1,1,211,Lost Customers
SW-20455,163,7,2533797.0,2,4,5,245,At Risk
SW-20755,535,2,660524.0,1,1,3,113,Lost Customers
SZ-20035,36,11,1683795.0,4,5,4,454,Champions
TA-21385,70,4,11388497.0,3,2,5,325,Potential Loyalist
TB-21055,120,5,365174.0,2,2,2,222,Lost Customers
TB-21175,59,4,596985.0,3,2,2,322,Potential Loyalist
TB-21190,50,4,771408.0,4,2,3,423,Loyal Customers
TB-21250,350,7,795706.0,1,4,3,143,At Risk
TB-21280,584,6,330806.0,1,3,2,132,At Risk
TB-21355,147,5,196390.0,2,2,1,221,Lost Customers
TB-21400,203,7,1070809.0,2,4,3,243,At Risk
TB-21520,108,9,808617.0,2,5,3,253,At Risk
TB-21595,286,5,659963.0,1,2,3,123,Lost Customers
TB-21625,31,9,1466478.0,4,5,4,454,Champions
TC-20980,400,5,1969336.0,1,2,4,124,Lost Customers
TC-21145,107,1,99560.0,2,1,1,211,Lost Customers
TC-21295,28,8,1173566.0,4,4,4,444,Loyal Customers
TC-21475,154,9,248424.0,2,5,1,251,At Risk
TC-21535,5,7,164533.0,5,4,1,541,Loyal Customers
TD-20995,38,9,1249283.0,4,5,4,454,Champions
TG-21310,338,5,1636516.0,1,3,4,134,At Risk
TG-21640,115,4,1348919.0,2,2,4,224,Lost Customers
TH-21100,345,5,1780440.0,1,3,4,134,At Risk
TH-21115,59,4,1955400.0,3,2,4,324,Potential Loyalist
TH-21235,118,8,866339.0,2,4,3,243,At Risk
TH-21550,73,7,2045593.0,3,4,5,345,Potential Loyalist
TM-21010,104,8,583780.0,3,4,2,342,Potential Loyalist
TM-21490,131,3,298475.0,2,1,2,212,Lost Customers
TN-21040,91,7,1049061.0,3,4,3,343,Potential Loyalist
TP-21130,9,9,460954.0,5,5,2,552,Loyal Customers
TP-21415,105,5,6422539.0,2,3,5,235,At Risk
TP-21565,351,4,1816112.0,1,2,4,124,Lost Customers
TR-21325,194,5,51297.0,2,3,1,231,At Risk
TS-21085,358,2,4833.0,1,1,1,111,Lost Customers
TS-21160,505,6,1027023.0,1,3,3,133,At Risk
TS-21205,199,7,3967513.0,2,4,5,245,At Risk
TS-21340,227,5,244531.0,1,3,1,131,At Risk
TS-21370,37,6,3107067.0,4,3,5,435,Loyal Customers
TS-21430,173,5,289060.0,2,3,2,232,At Risk
TS-21505,12,6,974373.0,5,3,3,533,Loyal Customers
TS-21610,56,7,1419628.0,3,4,4,344,Potential Loyalist
TS-21655,239,5,1303674.0,1,3,4,134,At Risk
TT-21070,32,7,3703338.0,4,4,5,445,Champions
TT-21220,184,8,830704.0,2,4,3,243,At Risk
TT-21265,407,3,14871.0,1,1,1,111,Lost Customers
TT-21460,13,7,644425.0,5,4,2,542,Loyal Customers
TW-21025,65,7,1094717.0,3,4,3,343,Potential Loyalist
TZ-21580,36,4,676246.0,4,2,3,423,Loyal Customers
VB-21745,55,6,345645.0,3,3,2,332,Potential Loyalist
VD-21670,582,6,1461501.0,1,3,4,134,At Risk
VF-21715,14,5,748962.0,5,3,3,533,Loyal Customers
VG-21790,155,6,522217.0,2,3,2,232,At Risk
VG-21805,287,5,389230.0,1,3,2,132,At Risk
VM-21685,55,7,935081.0,3,4,3,343,Potential Loyalist
VM-21835,118,5,78749.0,2,3,1,231,At Risk
VP-21730,31,3,165722.0,4,1,1,411,Recent Customers
VP-21760,76,7,2586229.0,3,4,5,345,Potential Loyalist
VS-21820,222,4,1046594.0,2,2,3,223,Lost Customers
VT-21700,1001,2,1315810.0,1,1,4,114,Lost Customers
VW-21775,29,10,1237462.0,4,5,4,454,Champions
WB-21850,21,11,3953185.0,5,5,5,555,Champions
XP-21865,44,11,1005065.0,4,5,3,453,Loyal Customers
YC-21895,5,5,1920626.0,5,3,4,534,Loyal Customers
YS-21880,10,8,3561381.0,5,4,5,545,Champions
ZC-21910,55,13,3383039.0,3,5,5,355,Potential Loyalist
ZD-21925,203,5,163780.0,2,3,1,231,At Risk
